variant,count,ratio,cum_ratio
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",29,0.17058823529411765,0.17058823529411765
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",22,0.12941176470588237,0.30000000000000004
"('A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'W_Validate application')",12,0.07058823529411765,0.37058823529411766
"('A_Cancelled', 'O_Cancelled')",10,0.058823529411764705,0.4294117647058824
"('A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",9,0.052941176470588235,0.4823529411764706
"('A_Validating', 'O_Returned')",9,0.052941176470588235,0.5352941176470588
"('A_Create Application', 'A_Concept', 'A_Accepted')",5,0.029411764705882353,0.5647058823529412
"('O_Accepted', 'A_Pending', 'W_Validate application')",5,0.029411764705882353,0.5941176470588235
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",4,0.023529411764705882,0.6176470588235294
"('A_Create Application', 'A_Concept')",4,0.023529411764705882,0.6411764705882353
"('W_Validate application', 'A_Incomplete')",3,0.01764705882352941,0.6588235294117648
"('W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",3,0.01764705882352941,0.6764705882352943
"('A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete')",3,0.01764705882352941,0.6941176470588237
"('A_Denied', 'O_Refused', 'W_Validate application')",3,0.01764705882352941,0.7117647058823532
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",2,0.011764705882352941,0.7235294117647061
"('O_Accepted', 'A_Pending')",2,0.011764705882352941,0.735294117647059
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned')",2,0.011764705882352941,0.7470588235294119
"('O_Create Offer', 'O_Created', 'O_Sent (mail and online)')",2,0.011764705882352941,0.7588235294117648
"('A_Validating', 'O_Returned', 'A_Incomplete')",2,0.011764705882352941,0.7705882352941177
"('O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",2,0.011764705882352941,0.7823529411764706
"('A_Validating', 'O_Accepted', 'A_Pending')",2,0.011764705882352941,0.7941176470588235
"('A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)')",1,0.0058823529411764705,0.7999999999999999
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete', 'O_Cancelled')",1,0.0058823529411764705,0.8058823529411764
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (online only)', 'W_Complete application', 'A_Complete')",1,0.0058823529411764705,0.8117647058823528
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)')",1,0.0058823529411764705,0.8176470588235293
"('O_Returned', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application', 'O_Cancelled')",1,0.0058823529411764705,0.8235294117647057
"('A_Validating', 'O_Returned', 'A_Denied', 'O_Refused')",1,0.0058823529411764705,0.8294117647058822
"('W_Validate application', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent (online only)')",1,0.0058823529411764705,0.8352941176470586
"('A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",1,0.0058823529411764705,0.8411764705882351
"('W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Create Offer', 'O_Created', 'O_Sent (online only)', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application', 'O_Cancelled')",1,0.0058823529411764705,0.8470588235294115
