variant,count,ratio,cum_ratio
"('A_Create Application', 'A_Submitted', 'A_Concept')",163,0.11311589174184594,0.11311589174184594
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",103,0.07147814018043026,0.1845940319222762
"('A_Validating', 'O_Returned')",102,0.07078417765440666,0.25537820957668284
"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",95,0.0659264399722415,0.32130464954892435
"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",85,0.05898681471200555,0.3802914642609299
"('A_Cancelled', 'O_Cancelled')",71,0.049271339347675226,0.42956280360860516
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",55,0.03816793893129771,0.4677307425399029
"('A_Validating', 'O_Returned', 'A_Incomplete')",34,0.02359472588480222,0.4913254684247051
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",33,0.022900763358778626,0.5142262317834837
"('O_Create Offer', 'O_Created', 'O_Sent (mail and online)')",27,0.018736988202637056,0.5329632199861207
"('A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete')",25,0.01734906315058987,0.5503122831367105
"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",22,0.015267175572519083,0.5655794587092297
"('A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",19,0.0131852879944483,0.578764746703678
"('A_Cancelled', 'O_Cancelled', 'O_Cancelled')",18,0.012491325468424705,0.5912560721721026
"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",17,0.01179736294240111,0.6030534351145037
"('A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",15,0.010409437890353921,0.6134628730048576
"('A_Create Application', 'A_Submitted')",15,0.010409437890353921,0.6238723108952114
"('A_Validating', 'O_Returned', 'A_Denied', 'O_Refused', 'W_Validate application')",15,0.010409437890353921,0.6342817487855653
"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept')",12,0.008327550312283136,0.6426092990978485
"('A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete')",11,0.007633587786259542,0.650242886884108
"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",10,0.006939625260235947,0.657182512144344
"('O_Accepted', 'A_Pending', 'W_Validate application')",10,0.006939625260235947,0.6641221374045799
"('A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",9,0.006245662734212352,0.6703678001387923
"('A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating')",9,0.006245662734212352,0.6766134628730046
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Sent (mail and online)', 'A_Complete')",8,0.005551700208188758,0.6821651630811933
"('W_Validate application', 'A_Incomplete')",8,0.005551700208188758,0.6877168632893821
"('A_Validating', 'O_Accepted', 'A_Pending')",8,0.005551700208188758,0.6932685634975708
"('A_Validating',)",8,0.005551700208188758,0.6988202637057596
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)')",8,0.005551700208188758,0.7043719639139483
"('A_Validating', 'O_Returned', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'O_Accepted', 'A_Pending')",7,0.004857737682165163,0.7092297015961134
