variant,count,ratio,cum_ratio
"('A_Create Application', 'A_Submitted', 'A_Concept')",135,0.0800711743772242,0.0800711743772242
"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",113,0.06702253855278767,0.1470937129300119
"('O_Accepted', 'A_Pending')",101,0.059905100830367736,0.20699881376037962
"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",95,0.05634638196915777,0.2633451957295374
"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",92,0.054567022538552785,0.3179122182680902
"('A_Validating', 'O_Returned')",85,0.05041518386714116,0.36832740213523135
"('A_Cancelled', 'O_Cancelled')",63,0.037366548042704624,0.40569395017793597
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",59,0.03499406880189798,0.44068801897983395
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",57,0.033807829181494664,0.4744958481613286
"('O_Accepted', 'A_Pending', 'O_Cancelled')",43,0.025504151838671413,0.5
"('O_Create Offer', 'O_Created', 'O_Sent (mail and online)')",40,0.02372479240806643,0.5237247924080665
"('A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",29,0.01720047449584816,0.5409252669039146
"('A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'W_Validate application')",27,0.01601423487544484,0.5569395017793595
"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'A_Complete')",24,0.014234875444839857,0.5711743772241993
"('A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete')",22,0.013048635824436536,0.5842230130486358
"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",18,0.010676156583629894,0.5948991696322656
"('A_Cancelled', 'O_Cancelled', 'O_Cancelled')",18,0.010676156583629894,0.6055753262158955
"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Sent (mail and online)', 'W_Complete application', 'A_Complete')",18,0.010676156583629894,0.6162514827995254
"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept')",16,0.009489916963226572,0.6257413997627519
"('A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",16,0.009489916963226572,0.6352313167259784
"('A_Validating', 'O_Returned', 'A_Incomplete')",15,0.008896797153024912,0.6441281138790034
"('A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating')",14,0.00830367734282325,0.6524317912218266
"('O_Accepted', 'A_Pending', 'W_Validate application')",13,0.00771055753262159,0.6601423487544482
"('W_Validate application', 'A_Incomplete', 'O_Accepted', 'A_Pending')",13,0.00771055753262159,0.6678529062870698
"('A_Create Application', 'A_Submitted')",12,0.0071174377224199285,0.6749703440094897
"('A_Validating', 'O_Returned', 'A_Denied', 'O_Refused', 'W_Validate application')",12,0.0071174377224199285,0.6820877817319096
"('A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Sent (mail and online)', 'A_Complete')",12,0.0071174377224199285,0.6892052194543296
"('A_Denied', 'O_Refused', 'W_Validate application')",11,0.006524317912218268,0.6957295373665479
"('W_Validate application', 'A_Incomplete')",11,0.006524317912218268,0.7022538552787662
"('W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",11,0.006524317912218268,0.7087781731909845
